0.371333333,"1"
0.754270833,"2"
1.148812500,"3"
1.520145833,"4"
1.891479166,"1"
2.286020833,"2"
2.668958333,"3"
3.075104166,"4"
3.458041666,"1"
3.852583333,"2"
4.258729166,"3"
4.653270833,"4"
5.047812500,"1"
5.430750000,"2"
5.825291666,"3"
6.231437500,"4"
6.637583333,"1"
7.055333333,"2"
7.531104166,"3"
7.960458333,"4"
8.413020833,"1"
8.877187500,"2"
9.341354166,"3"
9.805520833,"4"
10.269687500,"1"
10.768666666,"2"
11.267645833,"3"
11.766625000,"4"
12.242395833,"1"
12.729770833,"2"
13.205541666,"3"
13.681312500,"4"
14.157083333,"1"
14.644458333,"2"
15.015791666,"3"
15.410333333,"4"
15.804875000,"1"
16.187812500,"2"
16.547541666,"3"
16.907270833,"4"
17.267000000,"1"
17.638333333,"2"
18.009666666,"3"
18.369395833,"4"
18.740729166,"1"
19.100458333,"2"
19.471791666,"3"
19.854729166,"4"
20.226062500,"1"
20.620604166,"2"
20.910708333,"3"
21.212416666,"4"
21.502520833,"1"
21.804229166,"2"
22.105937500,"3"
22.407645833,"4"
22.709354166,"1"
23.022666666,"2"
23.324375000,"3"
23.626083333,"4"
23.927791666,"1"
24.229500000,"2"
24.519604166,"3"
24.809708333,"4"
25.088208333,"1"
25.389916666,"2"
25.680020833,"3"
25.981729166,"4"
26.283437500,"1"
26.585145833,"2"
26.944875000,"3"
27.293000000,"4"
27.652729166,"1"
28.012458333,"2"
28.395395833,"3"
28.778333333,"4"
29.149666666,"1"
29.521000000,"2"
29.892333333,"3"
30.263666666,"4"
30.635000000,"1"
31.006333333,"2"
31.366062500,"3"
31.725791666,"4"
32.097125000,"1"
32.456854166,"2"
32.921020833,"3"
33.396791666,"4"
33.872562500,"1"
34.336729166,"2"
34.812500000,"3"
35.299875000,"4"
35.775645833,"1"
36.263020833,"2"
36.727187500,"3"
37.214562500,"4"
37.690333333,"1"
38.189312500,"2"
38.757916666,"3"
39.314916666,"4"
39.895125000,"1"
40.486937500,"2"
41.078750000,"3"
41.658958333,"4"
42.239166666,"1"
42.819375000,"2"
43.422791666,"3"
43.991395833,"4"
44.548395833,"1"
45.012562500,"2"
45.476729166,"3"
45.940895833,"4"
46.393458333,"1"
46.857625000,"2"
47.321791666,"3"
47.785958333,"4"
48.250125000,"1"
48.702687500,"2"
49.155250000,"3"
49.619416666,"4"
50.071979166,"1"
50.536145833,"2"
50.988708333,"3"
51.441270833,"4"
51.893833333,"1"
52.358000000,"2"
52.845375000,"3"
53.274729166,"4"
53.564833333,"1"
53.854937500,"2"
54.145041666,"3"
54.435145833,"4"
54.725250000,"1"
55.026958333,"2"
55.317062500,"3"
55.618770833,"4"
55.920479166,"1"
56.210583333,"2"
56.500687500,"3"
56.802395833,"4"
57.104104166,"1"
57.417416666,"2"
57.719125000,"3"
58.032437500,"4"
58.345750000,"1"
58.647458333,"2"
58.949166666,"3"
59.262479166,"4"
59.564187500,"1"
59.877500000,"2"
60.179208333,"3"
60.469312500,"4"
60.782625000,"1"
61.084333333,"2"
61.386041666,"3"
61.687750000,"4"
61.989458333,"1"
62.302770833,"2"
62.604479166,"3"
62.906187500,"4"
63.219500000,"1"
63.521208333,"2"
63.822916666,"3"
64.136229166,"4"
64.449541666,"1"
64.751250000,"2"
65.064562500,"3"
65.377875000,"4"
65.679583333,"1"
65.969687500,"2"
66.259791666,"3"
66.538291666,"4"
66.828395833,"1"
67.199729166,"2"
67.559458333,"3"
67.930791666,"4"
68.313729166,"1"
68.708270833,"2"
69.079604166,"3"
69.450937500,"4"
69.833875000,"1"
70.251625000,"2"
70.646166666,"3"
71.029104166,"4"
71.470062500,"1"
71.922625000,"2"
72.398395833,"3"
72.850958333,"4"
73.291916666,"1"
73.744479166,"2"
74.208645833,"3"
74.661208333,"4"
75.125375000,"1"
75.566333333,"2"
76.030500000,"3"
76.483062500,"4"
76.958833333,"1"
77.411395833,"2"
77.875562500,"3"
78.339729166,"4"
78.722666666,"1"
79.094000000,"2"
79.465333333,"3"
79.848270833,"4"
80.300833333,"1"
80.765000000,"2"
81.205958333,"3"
81.646916666,"4"
82.099479166,"1"
82.540437500,"2"
82.993000000,"3"
83.433958333,"4"
83.886520833,"1"
84.339083333,"2"
84.803250000,"3"
85.255812500,"4"
85.696770833,"1"
